team,avg_pace,avg_off_ppa,avg_def_ppa,avg_plays
Georgetown College Kentucky,66.5,0.08853211062149043,0.27049651756411713,63.0
Washington,66.4622641509434,0.3082988808905092,0.15386526021154903,66.60377358490567
Fresno State,66.46153846153847,0.16036175258142282,0.1075118868314142,65.34615384615384
Southern Illinois,66.41489361702128,0.21110371547722773,0.15010114578006495,66.23404255319149
Boston College,66.37,0.1540052785140493,0.18747718890364934,67.82
Duke,66.33333333333333,0.19436117000910205,0.1432078070613247,64.50980392156863
LSU,66.29807692307692,0.2726487426540787,0.14852453941328075,67.46153846153847
UCLA,66.29,0.1927907220148523,0.17244104814640726,66.74
Southern Miss,66.28571428571429,0.08500778553223927,0.1873976780177621,65.14285714285714
Bucknell,66.28571428571429,0.10206616492858418,0.19223143075529267,65.57142857142857
Auburn,66.27551020408163,0.18642533402865172,0.10762697707846193,65.57142857142857
James Madison,66.24,0.19941229730749757,0.018327351240082345,69.48
UNLV,66.22641509433963,0.24829626164053809,0.185115784869319,65.15094339622641
Louisiana,66.22115384615384,0.18057151380936415,0.17745826031237882,64.59615384615384
Rhode Island,66.21428571428571,0.18514234552241438,0.10995745659042314,63.166666666666664
USC,66.1826923076923,0.3475945667910851,0.20026769008436482,67.11538461538461
Temple,66.15625,0.09704801656082546,0.2285130998671532,65.39583333333333
Central Arkansas,66.1547619047619,0.20146476922033513,0.14548407247579867,63.95238095238095
Cincinnati,66.13265306122449,0.2345715953537502,0.17258934674279505,66.10204081632654
Indiana,66.12244897959184,0.22014349706787154,0.11238850168679276,67.91836734693878
Murray State,66.11904761904762,0.04934442708503664,0.3338583461099851,63.166666666666664
Pennsylvania,66.10810810810811,0.19692550142905532,0.15988115702819644,64.8108108108108
Kennesaw State,66.0909090909091,0.10652130367874957,0.18308924730265416,66.18181818181819
UTEP,66.08333333333333,0.09111344047541682,0.15399952995511992,65.75
Tulane,66.07272727272728,0.24902810116825094,0.10332712190335441,65.27272727272727
Arizona,66.05102040816327,0.22297455073603276,0.1756924988418382,65.9795918367347
Mars Hill,66.0,-0.16811843075807104,0.07326898285497316,70.0
Shorter,66.0,-0.04790337211706668,0.34365837142050687,69.0
Kansas,65.94,0.31567242806831164,0.22496913623038636,63.5
East Texas A&M,65.88372093023256,0.03859343356013116,0.08135732971938797,65.23255813953489
New Mexico State,65.88235294117646,0.14096584985322322,0.17113496442096668,64.3529411764706
Western Oregon,65.875,-0.043627784098895284,0.23222050755508522,62.5
Purdue,65.86,0.09693641749462749,0.2289117801067619,66.9
Alabama A&M,65.78947368421052,0.1021045812842338,0.20320422868893162,69.78947368421052
Florida State,65.76470588235294,0.22418157381293496,0.13599042941080344,65.84313725490196
Bryant,65.75,0.1446561397926972,0.19901470483944983,65.91666666666667
Charlotte,65.71875,0.051451958236843925,0.234308882337647,63.604166666666664
Cal Poly,65.7125,0.08012470173339323,0.25763003801254125,64.25
Texas A&M,65.66,0.20193028257176932,0.10660279951751334,66.84
Hawai'i,65.62,0.12660914884556504,0.2153932586570697,67.8
Alabama,65.61538461538461,0.2715601684160579,0.045872782606050086,66.5
Northern Colorado,65.61363636363636,0.033249363704674836,0.2740604977686663,62.79545454545455
Troy,65.5754716981132,0.15875446009864283,0.08297804494610977,65.60377358490567
BYU,65.56862745098039,0.18608413668134519,0.15134838483083612,64.6078431372549
Akron,65.54166666666667,0.05054706329542561,0.18852641488704525,66.1875
Charleston Southern,65.51219512195122,0.047858296952582195,0.17600157994702018,60.02439024390244
Northwestern,65.51020408163265,0.05205600733256199,0.15248460304315134,66.55102040816327
Savannah St,65.5,-0.40731642237713966,0.25070676590257546,53.5
Wilson,65.5,-0.044594144137414436,0.22983693837963878,61.0
Michigan Tech,65.5,-0.3980094471346682,0.14289193618258458,65.0
Elizabeth City State,65.5,0.20137188822819674,0.23009000413787867,66.0
Albany State GA,65.5,-0.032980299530863,0.21082473844184588,63.0
Iowa State,65.45098039215686,0.1724219551670982,0.11785798218500154,67.11764705882354
Wagner,65.3875,0.0056984010305214175,0.15551117317794197,63.45
Tennessee Tech,65.38372093023256,0.11028554122175802,0.08425123610664215,65.06976744186046
Georgia,65.38181818181818,0.31183279630181704,0.06246381991755824,69.07272727272728
Oregon,65.37735849056604,0.37291369161581034,0.08976677222964921,68.15094339622641
Utah Tech,65.36585365853658,0.08963732440650456,0.2502349001812758,63.4390243902439
Bethune-Cookman,65.35526315789474,0.008716512285219628,0.2199889559506845,63.0
Boise State,65.35454545454546,0.2549598468364496,0.12172961393407455,68.41818181818182
Dartmouth,65.34285714285714,0.1830664478179763,0.08885721781902539,63.2
Mercer,65.34,0.199540969238565,0.028153483853912566,66.06
Arkansas-Pine Bluff,65.31944444444444,0.05294564292761668,0.2621662008660203,63.916666666666664
Northwestern State,65.29268292682927,-0.028356953824714072,0.30563184492865186,63.02439024390244
Weber State,65.29069767441861,0.10673301291823134,0.17382604918233444,65.44186046511628
New Haven,65.27777777777777,0.14240506019647337,0.10391175923545098,63.77777777777778
Missouri,65.24509803921569,0.20290002229177043,0.09492295279055081,69.09803921568627
Utah,65.22549019607843,0.201238243668297,0.07667082051690068,68.31372549019608
Montana,65.1938775510204,0.24395984739912915,0.11821451332411594,66.08163265306122
San Diego State,65.18367346938776,0.10629098820961459,0.1214817477086622,63.816326530612244
Wyoming,65.17,0.07889531021313353,0.14983754030191215,62.9
Louisville,65.16346153846153,0.21332575234387596,0.0720312135691801,66.17307692307692
Oregon State,65.14,0.18443393417263745,0.1561511062561506,67.14
Tarleton State,65.13333333333334,0.27497717582322434,0.11381418956903502,65.37777777777778
Portland State,65.125,0.14999390069346397,0.3362637420455354,64.9090909090909
Mississippi Valley State,65.11666666666666,-0.015578623189310536,0.2297965596332463,64.93333333333334
Miami,65.11,0.2653578934057719,0.09540425008465318,68.28
Florida,65.11,0.21399349687871713,0.17251175202083627,63.74
UL Monroe,65.09375,0.07572198355905961,0.2127894903394056,60.8125
Nevada,65.07142857142857,0.07844507104569468,0.22516535337605828,64.79591836734694
Southern,65.0,0.09015760440800227,0.08107299008901267,64.15
Virginia St,65.0,0.10307197358510387,0.21162709958159684,62.0
Langston University,65.0,-0.2657646499807774,0.5700815404712279,59.5
West Virginia Wesleyan,65.0,-0.1840726893294469,0.2513821248477619,59.0
Central Michigan,64.97916666666667,0.13938378053268374,0.1766476452282503,64.1875
NC State,64.93137254901961,0.18099328338154036,0.14022502080509305,65.27450980392157
Penn State,64.87037037037037,0.2568347503589458,0.024807588188478138,66.64814814814815
UC Davis,64.84444444444445,0.24218939746703197,0.1187669775483428,65.86666666666666
Warner University,64.83333333333333,-0.14903426216738544,0.5200366310210721,63.333333333333336
Ohio,64.75471698113208,0.21000621682565535,0.11446857253627932,66.98113207547169
Eastern Illinois,64.75,0.05974370062660777,0.17615426163395598,64.3409090909091
Rutgers,64.68,0.11433758126659227,0.1938418397646368,66.28
Columbia,64.67142857142858,0.08583079127093025,0.1358463123460713,63.94285714285714
Northern Arizona,64.61904761904762,0.18660165248001107,0.20053726433899421,66.07142857142857
Towson,64.5813953488372,0.14804934350936808,0.19622789242436184,60.651162790697676
Western Michigan,64.55102040816327,0.11519405036151376,0.17255859778149776,65.79591836734694
Michigan State,64.51041666666667,0.09507962791692022,0.18272919102693086,63.270833333333336
Southern Connecticut State,64.5,-0.12336657570086919,1.1096897027937813,80.0
Richmond,64.42222222222222,0.1562180620220345,0.07688789649836354,67.91111111111111
Northern Illinois,64.4,0.15850625509560215,0.15353700652927443,65.26
Lamar,64.3804347826087,0.09340661097731892,0.16762212470772883,63.32608695652174
Stetson,64.33783783783784,0.04386732580033912,0.2445382914476219,64.4054054054054
Campbell,64.325,0.14993238099108072,0.22045566558075186,64.95
Tennessee State,64.31521739130434,0.03702342460518853,0.07109877840852265,62.95652173913044
Virginia Tech,64.3061224489796,0.14275271452543578,0.16272165616661083,64.20408163265306
North Greenville,64.25,-0.20464511500725896,0.3906813131598174,62.0
Lafayette,64.23913043478261,0.15160957964835808,0.12405173715818772,63.34782608695652
Notre Dame,64.13888888888889,0.2892006871054535,0.03655560428930941,63.888888888888886
Massachusetts,64.13541666666667,0.06283173390479498,0.250293337863756,64.83333333333333
Harvard,64.13513513513513,0.27085274893984845,0.13836859701272022,64.08108108108108
Presbyterian,64.12820512820512,0.1534126544089572,0.12061790231973243,62.43589743589744
Assumption,64.0,-0.21745474461794737,0.08338346898381611,67.0
Taylor,64.0,-0.09128266033475452,0.3228564061250505,61.5
South Carolina State,64.0,0.12375762982975674,0.11952733930571052,65.12121212121212
Virginia Union,64.0,0.20743074220948562,0.24167111002359704,45.0
Chattanooga,63.98936170212766,0.17129335163419102,0.14117818118597236,64.7872340425532
Colgate,63.9390243902439,0.09442664436637381,0.24918129153739751,63.24390243902439
Nebraska,63.88775510204081,0.15626148915270952,0.1376353594929541,63.48979591836735
Illinois State,63.808510638297875,0.13792775206615351,0.1680811512588126,64.08510638297872
Wisconsin,63.79,0.12574975541053376,0.1246931470257907,64.24
New Mexico,63.708333333333336,0.1619698222664922,0.22105937368722195,63.041666666666664
Western Illinois,63.69767441860465,0.06821733423047341,0.36383711967795895,63.48837209302326
Rice,63.68,0.11253777315426662,0.1924148347638518,64.06
Idaho,63.659574468085104,0.2375596786751039,0.1630205843955058,63.1063829787234
Navy,63.59375,0.17948564868896344,0.15703422297537442,63.229166666666664
Hampton,63.58108108108108,0.11055845494101163,0.2118356429841141,63.7027027027027
Vanderbilt,63.55102040816327,0.19666447646402488,0.24749889469724567,61.714285714285715
Catawba,63.5,0.22683709470387026,0.48076202592645473,60.0
Missouri State,63.48888888888889,0.25612454683551666,0.26252831554048434,62.24444444444445
Morehead State,63.47674418604651,0.061610613347646566,0.2096984832747532,61.41860465116279
Jackson State,63.46511627906977,0.23058477554158102,0.028427251662809374,66.86046511627907
VMI,63.46341463414634,0.0006546347374091226,0.24360771189192226,58.78048780487805
Wofford,63.45348837209303,0.04333565169378253,0.14431940851952693,58.348837209302324
UAlbany,63.43478260869565,0.12454661579440746,0.18628600684157565,63.82608695652174
SE Louisiana,63.43478260869565,0.1605838612327119,0.16034219628867882,65.1304347826087
Cornell,63.40277777777778,0.16052463036640405,0.17769914403050666,65.52777777777777
Elon,63.33720930232558,0.14818180328361077,0.12643088764628946,62.395348837209305
Ave Maria University,63.25,-0.1027493741029056,0.33464671036870963,52.0
Holy Cross,63.25,0.1852788199930096,0.12762302603660808,62.43181818181818
Marist,63.225,0.04039406825041746,0.15244609048699018,62.7
Nicholls,63.06521739130435,0.07924872378360655,0.14967890601532163,64.17391304347827
Davidson,63.03488372093023,0.21521850907544862,0.26333551824561996,67.55813953488372
Grambling,63.013513513513516,0.029608523348339265,0.10503283506811856,61.351351351351354
Michigan,63.0,0.2260837260531698,0.04571410768533554,63.907407407407405
Central Connecticut,62.95,0.09733697758983224,0.1816170329430205,63.825
North Dakota,62.90816326530612,0.21002670056577938,0.22039784108749602,63.755102040816325
Bowling Green,62.90196078431372,0.13097204494818696,0.13753791755918895,62.333333333333336
Montana State,62.872549019607845,0.37680631357668576,0.1257085512718828,63.3921568627451
McNeese,62.785714285714285,0.12853975394205522,0.1869996683137555,61.19047619047619
Morgan State,62.75757575757576,0.013661276250146346,0.0984777194073975,60.878787878787875
UT Martin,62.702127659574465,0.18236947502551518,0.11584937231737276,63.95744680851064
Sacred Heart,62.69736842105263,0.115369783865292,0.14174761966476848,63.6578947368421
Cortland,62.5,0.46469957376576254,0.5638764748620955,67.0
Iowa,62.47115384615385,0.0367484534931632,0.017748131634004218,59.48076923076923
Duquesne,62.44047619047619,0.15648265162561636,0.1679494507777847,62.333333333333336
Prairie View A&M,62.416666666666664,0.14368766315183967,0.10188769397249872,62.166666666666664
Florida A&M,62.4,0.14316454317435437,0.13254223196252174,61.8
Alcorn State,62.38235294117647,0.07702590153859368,0.09637246314998821,60.73529411764706
Southern Utah,62.348837209302324,0.22279651934855557,0.19623425903021402,62.395348837209305
William & Mary,62.333333333333336,0.2519691380077163,0.19605478879646623,62.57142857142857
Kentucky,62.32,0.12141382779536611,0.11958555533676896,61.44
New Hampshire,62.3,0.13407223624963535,0.1703396315765997,63.355555555555554
Edward Waters,62.25,-0.1869614076616495,0.24374935265497388,56.5
Army,62.244897959183675,0.217482169642451,0.1735520429155809,63.83673469387755
Maine,62.24444444444445,0.13881358433557486,0.20876914617895356,62.2
Dayton,62.23684210526316,0.09313686031732887,0.07148882806097574,65.23684210526316
Indiana State,62.09756097560975,0.02820304654172975,0.24252064974756532,58.02439024390244
Ohio State,62.06481481481482,0.3510549999575154,0.004624581006974803,64.11111111111111
La Verne,62.0,-0.1971481654377268,0.4074016666778578,58.0
Long Island University,61.945945945945944,0.08169131099515708,0.13917990379164047,59.891891891891895
Stonehill,61.8235294117647,0.05588221109312551,0.1827448118315041,60.1764705882353
Youngstown State,61.765957446808514,0.2596647944277576,0.2986156794564998,65.40425531914893
Thomas More College,61.75,-0.1802443991828562,0.27279861287718454,55.5
Valparaiso,61.73170731707317,0.03405371567554529,0.16263127350242026,58.97560975609756
Mercyhurst,61.71052631578947,0.11542166583668527,0.23191074154299188,63.78947368421053
Alabama State,61.705128205128204,0.15734876741838283,0.04922588630880618,58.0
Minnesota,61.51960784313726,0.1515146089662153,0.1109128732944437,62.68627450980392
Southwest Baptist,61.5,0.0018798561960102038,0.19736420983669792,62.0
North Central College,61.5,0.43454601790507397,0.29856536794289046,53.5
Ferrum,61.5,-0.15795222453045776,0.2920588713538915,59.0
ERSKINE,61.5,-0.005558046900772387,0.2916992650246576,47.0
San Diego,61.476190476190474,0.1635857109842467,0.07058307920908069,61.30952380952381
Lehigh,61.28888888888889,0.13497741757913292,0.12902156249033309,59.75555555555555
Miami (OH),61.27358490566038,0.11747841955747176,0.10511981046878512,57.75471698113208
Kentucky Christian,61.166666666666664,0.04674910362768118,0.28448702535687126,55.666666666666664
Merrimack,61.05882352941177,0.09900800144445612,0.13689099534436497,61.911764705882355
Robert Morris,61.05263157894737,0.016470777904869654,0.14179492444602662,58.94736842105263
Allen,61.0,0.2784539785255892,0.4284708555819365,71.0
Central State (OH),61.0,-0.07390123657678352,-0.04938779976042004,55.5
St. Thomas (MN),61.0,0.1345447928569498,0.03473932320744029,59.46511627906977
Northern Iowa,60.75581395348837,0.17149916243547259,0.2582517510064386,59.372093023255815
Butler,60.674418604651166,0.1968605056118849,0.14761642626904253,63.116279069767444
Miles College,60.666666666666664,-0.07643556574403754,0.1729113622279519,64.33333333333333
The Citadel,60.59756097560975,0.05068518009521113,0.2294211667450591,61.0
North Dakota State,60.58620689655172,0.3441774194253176,0.07816173097214808,62.10344827586207
Villanova,60.520833333333336,0.2128786787854474,0.12275701829989817,59.625
BLUEFIELD,60.5,-0.14133039198773614,0.5171742021893162,60.0
University of Mount Union,60.5,0.13243116212001832,0.3052155609480524,72.0
St. Anselm,60.5,-0.33961273889285026,-0.039921501622365095,54.0
Air Force,60.37,0.24012308439560826,0.19213324283186456,65.68
North Carolina Central,60.2906976744186,0.295607413711073,0.09382453292370291,61.325581395348834
South Dakota State,60.18867924528302,0.3248878431416113,0.016314370228598562,62.320754716981135
Texas Southern,60.18571428571428,0.1115969462777104,0.14152784578356506,58.25714285714286
St. Francis (PA),60.171052631578945,0.07942271434590804,0.08564043700584024,58.23684210526316
Delaware State,60.023809523809526,0.12677506837386934,0.23672911199783817,58.61904761904762
Bentley,60.0,-0.09802124727807432,0.3671718418055184,58.0
Drake,59.97674418604651,0.07209158825983902,0.11168210812636475,59.604651162790695
Upper Iowa University,59.75,-0.08655503973773113,0.368396248328356,61.5
North Carolina A&T,59.7,0.073956568824297,0.24030960090216308,58.45
Howard,59.6125,0.12758363301136155,0.1495107592939975,62.55
Fayetteville State,59.5,-0.021671766591716275,0.3886349464794541,52.0
Winston-Salem,59.5,-0.11949118295656302,0.2710523342395128,48.5
Northern Michigan,59.5,-0.015098674888611005,0.2461922311905488,73.0
South Dakota,59.19387755102041,0.2494133306333701,0.16955345069746194,56.44897959183673
Post University,59.0,-0.0136625144798603,0.3701583893062794,61.0
Edinboro University,59.0,0.01268160485897016,0.09373534606863763,69.0
Morehouse College,58.75,-0.06388962506471456,0.3284987217622319,56.0
Norfolk State,58.61842105263158,0.05399332356300207,0.3109637614457381,55.23684210526316
Little Rock,58.5,-0.27979969205620847,0.4726327755828117,51.0
Augustana University (SD),58.5,-0.2785725744859519,0.08656287921383113,55.0
Lane College,58.5,0.02459985458035656,0.16164982608097372,57.25
Tuskegee,57.7,-0.02703203055242221,0.4073221999162375,57.8
Pace,57.5,0.022099723219405037,0.16050237912198825,52.0
Hanover College,56.75,-0.08819882559541549,0.28150951060051915,52.5
Ferris State,56.5,0.3028021112230689,-0.2698809992078756,60.0
American International,56.0,-0.1435569011177358,0.17100007700848147,56.0
West Liberty,56.0,-0.0389102286139685,0.2035313936004804,65.0
Western Connecticut St,56.0,-0.38711908659596106,0.6299018094804986,46.0
Cumberland (TN),56.0,-0.38039873781786143,0.6039002693642012,53.0
Roosevelt,55.5,0.04755509043240999,0.05890291198965257,55.0
North American University,55.5,-0.4695836735681699,0.5517791293042913,52.5
Virginia University Of Lynchburg,55.43333333333333,-0.22873741487362667,0.3871747223787194,51.93333333333333
Lincoln (CA),54.833333333333336,-0.23514251414471637,0.3359425176733257,54.333333333333336
Laurinburg,54.5,-0.2805516946594492,0.8648227096288009,38.0
Central Washington,54.0,-0.24150273933419802,0.1934337828089592,59.0
Northern State,51.5,-0.15444862062491005,0.37764766921105086,53.0
Sul Ross State,50.0,-0.32259511408782854,0.6769863270835594,40.5
Colorado School Of Mines,49.75,-0.09071534325709521,0.45011858805779437,46.0
Indiana Wesleyan,49.5,0.049778872055363535,0.15359045882903766,51.0
Northwestern (IA),48.0,0.21748856677404138,0.2647667988577535,48.0
Harding University,43.0,0.5974350648925199,0.08845031269368518,47.0
Mississippi College,40.0,0.08930456460572259,0.49581983913382377,38.0
Texas College,31.5,-0.15364610322306416,1.104189649304055,36.0
